timestamp_utc,ticker,mint,price_usd,session,source
2026-09-18T19:30:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,219.4614312151267,open,jupiter-price-v3
2026-09-18T19:35:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,218.9521772541746,open,jupiter-price-v3
2026-09-18T19:40:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,219.42085279491042,open,jupiter-price-v3
2026-09-18T19:45:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,219.1462343981393,open,jupiter-price-v3
2026-09-18T19:50:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,219.7403639870658,open,jupiter-price-v3
2026-09-18T19:55:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,220.34270985948604,open,jupiter-price-v3
2026-09-18T20:00:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.77222511446746,overnight,jupiter-price-v3
2026-09-18T20:05:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.54967283646351,overnight,jupiter-price-v3
2026-09-18T20:10:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.6569201568146,overnight,jupiter-price-v3
2026-09-18T20:15:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.68991133108963,overnight,jupiter-price-v3
2026-09-18T20:20:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.64375542054267,overnight,jupiter-price-v3
2026-09-18T20:25:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.44335373907984,overnight,jupiter-price-v3
2026-09-18T20:30:00Z,NVDAx,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,221.64505633081126,overnight,jupiter-price-v3
